sheep count; dog count; collection time; herding time
40; 1; 68.76253; 97.31318
40; 1; 75.93692; 134.3525
40; 1; 51.74048; 82.34267
40; 1; 76.77453; 103.0136
40; 1; 63.19772; 98.55067
40; 1; 96.37341; 121.314
40; 1; 92.79985; 114.5739
40; 1; 76.25126; 106.345
40; 1; 102.5449; 161.764
40; 1; 76.56525; 97.38766
40; 1; 64.13833; 85.69849
