sheep count; dog count; collection time; herding time
150; 1; 104.7891; 748.0897
150; 1; 197.4165; 314.7444
150; 1; 237.1602; 465.4945
150; 1; 183.7465; 378.3872
150; 1; 490.565; 969.5486
150; 1; 105.2124; 573.7476
150; 1; 158.2434; 318.5772
150; 1; 177.6874; 348.6378
150; 1; /; /
150; 1; 225.1561; 416.4723
