sheep count; dog count; collection time; herding time
30; 1; 82.20724; 152.5938
30; 1; 63.69295; 91.16056
30; 1; 79.91341; 147.2687
30; 1; 64.70763; 149.276
30; 1; 85.59155; 114.9075
30; 1; 88.93014; 122.2344
30; 1; 64.2787; 121.3255
30; 1; 74.03865; 96.26115
30; 1; 94.71507; 146.7012
30; 1; 78.60796; 90.79581
30; 1; 89.13583; 151.1223
