sheep count; dog count; collection time; herding time
120; 1; 264.4861; 418.8156
120; 1; 101.3956; 266.8405
120; 1; 156.3901; 382.7161
120; 1; 166.4103; 457.7568
120; 1; 135.0423; 334.1128
120; 1; 242.5072; 384.824
120; 1; 172.1011; 514.3312
120; 1; 420.005; 782.7305
120; 1; 117.7491; 763.2335
120; 1; 477.2967; 669.449
120; 1; 200.9074; 299.9893
