sheep count; dog count; collection time; herding time
50; 1; /; /
50; 1; /; /
50; 1; /; /
50; 1; /; /
50; 1; /; /
50; 1; /; /
50; 1; 196.1055; 311.7097
50; 1; 196.1055; 750.0981
50; 1; 454.6088; 702.3443
50; 1; 573.6885; 583.0496
50; 1; 271.2613; 508.5804
50; 1; 555.5461; 592.3058
50; 1; 172.7415; 223.5241
50; 1; /; /
50; 1; /; /
50; 1; /; /
50; 1; /; /
