sheep count; dog count; collection time; herding time
150; 1; 56.86448; 147.9824
150; 1; 51.50185; 120.54
150; 1; 34.05569; 104.7826
150; 1; 54.52551; 144.4673
150; 1; 39.91169; 86.26746
150; 1; 65.76631; 120.7194
150; 1; 37.92178; 113.1979
150; 1; 72.39876; 116.3551
150; 1; 65.75974; 125.1323
150; 1; 38.50372; 107.7925
150; 1; 62.51616; 121.9799
