sheep count; dog count; collection time; herding time
40; 1; 797.7095; 846.4123
40; 1; 797.7095; 862.141
40; 1; 203.0008; 230.3111
40; 1; 264.3905; 312.7784
40; 1; 256.4641; 330.2188
40; 1; 992.8088; 999.3233
40; 1; 992.8088; 582.9863
40; 1; 253.0377; 258.8302
40; 1; /; /
40; 1; /; /
40; 1; 253.0377; 763.3994
40; 1; /; /
