sheep count; dog count; collection time; herding time
20; 1; 157.9812; 233.3914
20; 1; 233.3918; 310.2516
20; 1; 184.8453; 224.4871
20; 1; 136.4921; 200.2033
20; 1; 142.8083; 238.6812
20; 1; 126.3393; 198.337
20; 1; 140.2904; 192.8811
20; 1; 240.6555; 300.7358
20; 1; 118.2231; 186.0374
20; 1; 159.937; 215.3626
20; 1; 159.3341; 218.566
