sheep count; dog count; collection time; herding time
80; 1; 478.3417; 535.2083
80; 1; 193.6674; 388.9413
80; 1; 171.3126; 252.549
80; 1; 195.1272; 233.153
80; 1; /; /
80; 1; 164.9673; 283.3429
80; 1; 240.7782; 401.0993
80; 1; 347.1486; 438.774
80; 1; 291.2888; 390.6775
80; 1; 184.0884; 330.9393
80; 1; 213.6148; 314.7875
