sheep count; dog count; collection time; herding time
10; 1; 73.33236; 121.0498
10; 1; 131.8986; 185.4913
10; 1; 144.577; 187.9612
10; 1; 156.8334; 222.415
10; 1; 127.1532; 179.7536
10; 1; 141.2058; 187.2284
10; 1; 128.2616; 172.977
10; 1; 156.5171; 199.1161
10; 1; 84.63848; 133.2053
10; 1; 107.189; 156.258
