sheep count; dog count; collection time; herding time
170; 1; 178.3665; 553.3706
170; 1; 157.2504; 951.2299
170; 1; 131.5888; 512.2419
170; 1; 116.4308; 312.4307
170; 1; /; /
170; 1; 225.8115; 805.7955
170; 1; 70.63879; 806.2938
170; 1; 166.9326; 372.2681
170; 1; 103.0066; 579.6752
170; 1; 49.14959; 993.4617
170; 1; 69.08049; 459.8688
170; 1; 113.4907; 453.4961
170; 1; 64.06795; 352.8412
170; 1; 73.55512; 466.2267
