sheep count; dog count; collection time; herding time
110; 1; 85.4139; 128.8755
110; 1; 62.28153; 113.915
110; 1; 66.00737; 111.5663
110; 1; 69.46457; 116.5728
110; 1; 71.20064; 119.6107
110; 1; 84.29867; 126.7459
110; 1; 49.65427; 90.55885
110; 1; 73.69539; 120.7915
110; 1; 77.19362; 168.1805
110; 1; 60.23684; 146.338
110; 1; 48.33768; 132.5272
