sheep count; dog count; collection time; herding time
10; 1; 0; 206.1458
10; 1; 89.91231; 116.2859
10; 1; 244.5828; 275.5429
10; 1; 376.8127; 381.9438
10; 1; 94.75614; 112.1699
10; 1; 198.8452; 206.7951
10; 1; 184.477; 204.2985
10; 1; 117.0165; 175.109
10; 1; 158.3006; 191.3574
10; 1; 158.3006; 741.2868
