sheep count; dog count; collection time; herding time
140; 1; 167.9146; 355.3411
140; 1; 182.4875; 643.8757
140; 1; 121.2207; 391.4135
140; 1; /; /
140; 1; 50.01203; 260.7585
140; 1; 165.3853; 878.7097
140; 1; 166.1448; 489.8947
140; 1; 189.252; 347.3079
140; 1; 197.2949; 413.7138
140; 1; 99.10999; 515.8705
